City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
295,kristiansund,63.1115,7.732,7.85,70,75,12.35,NO,1730433511
296,meadow lakes,61.6247,-149.6011,-0.4,90,100,0.0,US,1730433513
297,ginir,7.1333,40.7,14.79,93,100,0.57,ET,1730433514
298,kargasok,59.0556,80.8572,-0.99,78,100,3.08,RU,1730433516
299,buka,40.8108,69.1986,13.03,43,100,0.48,UZ,1730433517
300,tosontsengel,48.7567,98.2839,-4.09,60,81,1.32,MN,1730433518
301,cedeira,43.6797,-8.0209,14.4,73,92,2.17,ES,1730433519
302,hotan,37.0997,79.9269,13.36,26,20,2.75,CN,1730433520
303,voi,-3.3945,38.563,23.33,81,97,3.42,KE,1730433521
304,severo-yeniseyskiy,60.3725,93.0408,-9.51,94,92,1.07,RU,1730433523
305,tucumcari,35.1717,-103.725,8.91,34,0,0.0,US,1730433524
306,charleston,32.7766,-79.9309,20.57,92,0,0.0,US,1730433525
307,nar'yan-mar,67.6713,53.087,0.42,98,100,6.23,RU,1730433527
308,aral,40.5156,81.2636,12.8,34,39,2.05,CN,1730433528
309,sanctuary point,-35.1114,150.629,17.09,66,95,4.43,AU,1730433529
310,tolbazy,54.0241,55.8825,1.21,77,88,7.01,RU,1730433530
311,rabigh,22.7986,39.0349,29.01,63,90,0.63,SA,1730433536
312,wenling,28.3669,121.36,18.93,97,100,6.12,CN,1730433537
313,prince george,53.9166,-122.753,0.69,93,100,1.03,CA,1730433538
314,kaiama,9.6225,3.9481,21.12,44,23,1.4,NG,1730433539
315,warwick,41.7001,-71.4162,18.45,86,20,6.17,US,1730433541
316,alice springs,-23.7,133.8833,35.75,9,7,3.09,AU,1730433542
317,katsuura,35.1333,140.3,22.84,70,100,6.91,JP,1730433543
318,kavieng,-2.5744,150.7967,28.79,70,78,2.27,PG,1730433545
319,fort bragg,35.139,-79.006,20.91,83,0,3.09,US,1730433546
320,inebolu,41.9747,33.7608,12.14,67,74,2.41,TR,1730433547
321,saldanha,-33.0117,17.9442,14.03,87,33,4.72,ZA,1730433549
322,san patricio,28.017,-97.5169,25.83,80,0,2.91,US,1730433550
323,laojunmiao,39.8333,97.7333,6.93,46,93,1.26,CN,1730433551
324,camana,-16.6228,-72.7111,16.73,89,22,2.48,PE,1730433552
325,sidi khaled,34.387,4.9879,19.36,71,0,2.53,DZ,1730433553
326,ulan bator,47.9077,106.8832,-2.93,80,0,1.0,MN,1730433554
327,cidreira,-30.1811,-50.2056,20.55,85,62,12.96,BR,1730433557
328,okotoks,50.7289,-113.9828,-1.99,92,90,0.67,CA,1730433558
329,kamennomostskoye,43.7372,43.0514,7.31,49,100,1.98,RU,1730433559
330,qamdo,31.1667,97.2333,7.89,21,93,1.82,CN,1730433561
331,quellon,-43.1167,-73.6167,9.49,88,74,3.8,CL,1730433564
332,bamboo flat,11.7,92.7167,31.05,70,40,1.54,IN,1730433565
333,balapur,20.6667,76.7667,27.45,44,0,0.95,IN,1730433566
334,mount pearl,47.5166,-52.7813,10.18,98,100,2.57,CA,1730433567
335,tromso,69.6496,18.957,-0.99,74,0,3.09,NO,1730433568
336,doctor arroyo,23.6667,-100.1833,18.52,72,20,0.99,MX,1730433569
337,tallahassee,30.4383,-84.2807,19.86,91,20,2.57,US,1730433570
338,new norfolk,-42.7826,147.0587,15.95,34,98,5.15,AU,1730433572
339,tamiahua,21.2667,-97.45,25.06,93,0,2.5,MX,1730433573
340,fortaleza,-3.7227,-38.5247,26.79,83,75,4.63,BR,1730433574
341,bowen,-20.0167,148.2333,26.13,63,100,5.75,AU,1730433575
342,chaozhou,23.6651,116.6379,27.92,56,71,5.61,CN,1730433576
343,aleksandrovsk-sakhalinskiy,50.8975,142.1561,2.57,49,7,2.81,RU,1730433579
344,san jose,37.3394,-121.895,13.45,75,0,0.45,US,1730433387
345,dolores,-36.3132,-57.6792,18.34,93,99,5.36,AR,1730433581
346,devils lake,48.1128,-98.8651,1.08,73,0,2.57,US,1730433582
347,darwin,-12.4611,130.8418,32.19,66,75,3.09,AU,1730433583
348,taro,-8.3862,115.28,24.95,84,88,0.36,ID,1730433584
349,codrington,-38.2667,141.9667,14.67,52,29,5.19,AU,1730433586
350,brownfield,33.1812,-102.2744,10.22,45,7,3.77,US,1730433587
351,uliastay,47.7417,96.8444,-3.55,58,89,1.54,MN,1730433588
352,mezhdurechenskiy,59.6,65.9333,0.54,80,18,7.1,RU,1730433590
353,kayangel,8.0823,134.7173,28.79,76,76,4.74,PW,1730433591
354,mournies,35.4764,24.0092,17.22,77,40,4.12,GR,1730433593
355,selfoss,63.9331,-20.9971,-4.42,58,51,1.46,IS,1730433594
356,zinder,13.8072,8.9881,22.23,21,39,3.39,NE,1730433595
357,labrador city,52.9463,-66.9114,-2.68,63,100,31.29,CA,1730433597
358,kasongo,-4.45,26.6667,18.98,99,97,1.25,CD,1730433598
359,crane,31.3974,-102.3501,16.88,48,12,6.16,US,1730433600
360,tutayev,57.8853,39.5406,0.36,97,100,2.86,RU,1730433601
361,pacific grove,36.6177,-121.9166,13.38,91,0,5.81,US,1730433602
362,rhinelander,45.6366,-89.4121,1.09,86,100,3.6,US,1730433603
363,hennenman,-27.9765,27.0242,15.6,58,0,3.95,ZA,1730433605
364,yulin,22.6333,110.15,27.09,39,6,4.98,CN,1730433606
365,vorgashor,67.5833,63.95,-1.66,84,95,9.84,RU,1730433607
366,romblon,12.5751,122.2708,28.4,76,100,3.78,PH,1730433609
367,sal'sk,46.4725,41.5428,9.9,81,100,1.38,RU,1730433610
368,ulsteinvik,62.3432,5.8487,8.75,72,100,5.36,NO,1730433612
369,bathsheba,13.2167,-59.5167,26.34,89,20,3.09,BB,1730433614
370,ola,59.5833,151.2833,-6.41,59,92,8.08,RU,1730433615
371,kiffa,16.6166,-11.4045,30.23,16,100,2.63,MR,1730433616
372,xilin hot,43.9667,116.0333,7.74,35,7,2.72,CN,1730433618
373,akrehamn,59.2667,5.1833,11.14,76,75,13.89,NO,1730433619
374,maintirano,-18.0667,44.0167,27.36,78,87,4.68,MG,1730433621
375,akureyri,65.6835,-18.0878,-5.04,63,0,3.6,IS,1730433622
376,blythe,33.6103,-114.5964,15.13,28,0,0.21,US,1730433623
377,cabo san lucas,22.8909,-109.9124,25.42,73,1,1.34,MX,1730433625
378,kijang,35.2442,129.2139,13.85,89,100,3.99,KR,1730433626
379,solone,48.2081,34.8721,7.42,76,100,5.25,UA,1730433627
380,nasiriyah,31.0521,46.261,22.09,68,100,3.0,IQ,1730433629
381,marsh harbour,26.5412,-77.0636,25.97,69,1,9.24,BS,1730433630
382,usogorsk,63.4106,48.6872,-1.12,96,100,2.84,RU,1730433631
383,demre,36.2537,29.9777,16.53,38,1,3.27,TR,1730433633
384,hobyo,5.3505,48.5268,26.43,72,53,3.82,SO,1730433634
385,saint-pierre,-21.3393,55.4781,25.82,50,0,2.57,RE,1730433635
386,myitkyina,25.3833,97.4,29.59,55,3,0.31,MM,1730433639
387,kenora,49.8167,-94.4337,-0.46,55,40,2.06,CA,1730433642
388,pangody,65.85,74.4859,-3.14,93,96,9.44,RU,1730433646
389,dalnegorsk,44.5604,135.5701,15.37,55,53,3.62,RU,1730433382
390,haiku-pauwela,20.9219,-156.3051,24.57,90,57,7.6,US,1730433650
391,puerto aysen,-45.4,-72.7,8.38,95,58,1.48,CL,1730433652
392,zadar,44.1197,15.2422,8.34,100,0,1.54,HR,1730433654
393,chul'man,56.8479,124.9104,-6.03,88,100,0.97,RU,1730433655
394,nemuro,43.3236,145.575,13.04,70,56,4.43,JP,1730433658
395,colonia menno,-22.3667,-59.8167,22.72,87,80,5.64,PY,1730433660
396,tateyama,34.9833,139.8667,23.2,68,99,6.04,JP,1730433662
397,kanodar,24.1,72.3833,29.82,29,0,2.75,IN,1730433663
398,jamaame,0.0697,42.745,26.6,73,14,3.99,SO,1730433665
399,lakatoro,-16.0999,167.4164,27.6,76,69,4.43,VU,1730433666
400,arlington heights,42.0884,-87.9806,7.23,64,100,6.69,US,1730433667
401,choibalsan,48.0667,114.5,4.05,39,13,2.16,MN,1730433669
402,aioun,16.6614,-9.6149,28.5,15,100,3.41,MR,1730433670
403,lihue,21.9789,-159.3672,26.77,75,40,8.75,US,1730432997
404,inirida,3.8653,-67.9239,24.83,85,94,1.57,CO,1730433673
405,brokopondo,4.75,-55.1667,25.21,82,72,4.06,SR,1730433674
406,hervey bay,-25.2986,152.8535,23.39,85,1,12.01,AU,1730433676
407,ness ziona,31.9293,34.7987,18.99,75,20,1.54,IL,1730433677
408,burg auf fehmarn,54.4333,11.2,13.2,83,87,11.27,DE,1730433680
409,amahai,-3.3333,128.9167,30.28,63,43,2.78,ID,1730433685
410,nuuk,64.1835,-51.7216,0.49,100,100,20.58,GL,1730433686
411,taza,34.25,-3.75,14.72,59,0,1.08,MA,1730433687
412,northam,51.0333,-4.2167,11.45,94,1,1.01,GB,1730433691
413,midvagur,62.0511,-7.1939,2.46,69,75,9.26,FO,1730433693
414,sosnogorsk,63.6023,53.8817,0.58,93,100,2.45,RU,1730433695
415,bongaree,-27.0797,153.1586,23.43,83,15,7.31,AU,1730433697
416,sharm el-sheikh,27.8518,34.305,22.08,53,0,2.57,EG,1730433700
417,waingapu,-9.6567,120.2641,31.28,61,100,4.11,ID,1730433707
418,tabas,33.5959,56.9244,19.12,32,51,1.03,IR,1730433710
419,saint-francois,46.4154,3.9054,9.67,100,100,2.06,FR,1730433717
420,tshabong,-26.05,22.45,19.6,26,26,4.11,BW,1730433724
421,kirensk,57.7853,108.1119,0.48,83,89,0.73,RU,1730433726
422,urangan,-25.3,152.9,23.39,85,0,11.88,AU,1730433727
423,broome,42.2506,-75.833,22.16,59,40,4.63,US,1730433728
424,orapa,-21.2833,25.3667,19.94,70,54,6.12,BW,1730433730
425,suva,-18.1416,178.4415,26.71,83,75,3.6,FJ,1730433731
426,dwarka,22.2394,68.9678,30.43,49,0,3.16,IN,1730433732
427,kyshtovka,56.555,76.6271,-0.73,75,12,3.81,RU,1730433734
428,le port,-20.9373,55.2919,25.5,76,87,1.23,RE,1730433735
429,zemio,5.0314,25.1361,20.33,98,100,0.86,CF,1730433736
430,inhambane,-23.865,35.3833,20.99,88,20,0.0,MZ,1730433739
431,zaozersk,69.4005,32.4476,-3.13,80,99,8.58,RU,1730433741
432,macapa,0.0389,-51.0664,27.99,83,75,4.63,BR,1730433745
433,chibougamau,49.9168,-74.3659,-0.21,93,100,3.6,CA,1730433746
434,bay minette,30.883,-87.773,21.48,96,48,1.73,US,1730433747
435,caxito,-8.5785,13.6643,24.41,82,94,1.84,AO,1730433748
436,camocim,-2.9022,-40.8411,24.01,84,47,4.4,BR,1730433749
437,masumbwe,-3.6333,32.1833,20.72,71,96,0.68,TZ,1730433751
438,mana,5.6592,-53.7767,26.38,82,83,4.46,GF,1730433752
439,weiser,44.251,-116.9693,8.11,68,99,1.98,US,1730433754
440,puerto ayacucho,5.6639,-67.6236,25.3,85,92,1.84,VE,1730433756
441,santo antonio,-6.3106,-35.4789,22.18,85,53,3.21,BR,1730433757
442,bridgewater,44.3835,-64.5155,11.73,94,71,0.51,CA,1730433566
443,ouarzazat,30.9189,-6.8934,11.16,46,0,2.06,MA,1730433759
444,pokhara,28.2333,83.9833,20.94,78,44,1.6,NP,1730433761
445,plettenberg bay,-34.0527,23.3716,15.36,88,18,1.12,ZA,1730433762
446,helena valley southeast,46.6153,-111.9216,3.97,64,100,1.79,US,1730433763
447,richards bay,-28.783,32.0377,19.16,82,56,2.21,ZA,1730433765
448,olinda,-8.0089,-34.8553,26.85,74,40,4.12,BR,1730433766
449,montagu,-40.7667,144.9667,13.51,44,4,6.66,AU,1730433767
450,bubaque,11.2833,-15.8333,27.93,77,100,2.31,GW,1730433769
451,hameenlinna,60.996,24.4643,1.18,97,100,3.46,FI,1730433770
452,beau vallon,-20.4189,57.6953,23.13,88,40,3.6,MU,1730433772
453,ebon,4.582,168.6964,28.81,69,6,1.14,MH,1730433773
454,may pen,17.9645,-77.2451,23.3,87,4,2.5,JM,1730433775
455,guatrache,-37.6678,-63.5302,18.21,76,72,3.34,AR,1730433776
456,kununurra,-15.7667,128.7333,35.99,36,3,3.09,AU,1730433778
457,korla,41.7597,86.1469,11.76,46,38,0.79,CN,1730433779
458,riviere-du-loup,47.8304,-69.5342,7.15,100,100,1.54,CA,1730433780
459,la quiaca,-22.1024,-65.593,7.94,65,74,3.56,AR,1730433782
460,jishui,33.7333,115.4,21.38,42,0,6.23,CN,1730433784
461,champagnole,46.7445,5.9135,9.75,60,14,2.01,FR,1730433785
462,malanje,-9.5402,16.341,18.05,97,100,1.81,AO,1730433786
463,amga,60.8953,131.9608,-12.85,84,86,1.32,RU,1730433788
464,keflavik,64.0049,-22.5624,3.24,48,0,6.17,IS,1730433789
465,talladega,33.4359,-86.1058,21.61,83,100,0.0,US,1730433792
466,ishikawa,26.4233,127.8214,31.18,70,75,7.72,JP,1730433794
467,hampton bays,40.869,-72.5176,18.81,68,0,4.63,US,1730433795
468,tolanaro,-25.0319,46.9987,23.04,88,20,2.06,MG,1730433796
469,port hedland,-20.3167,118.5667,34.03,55,0,7.2,AU,1730433724
470,bouarfa,32.53,-1.95,11.65,43,0,1.19,MA,1730433799
471,antofagasta,-23.65,-70.4,16.6,86,45,1.5,CL,1730433702
472,andkhoy,36.9529,65.1238,16.06,43,100,0.95,AF,1730433802
473,da lat,11.9465,108.4419,20.23,92,74,0.15,VN,1730433803
474,chinsali,-10.5414,32.0816,19.74,59,85,3.67,ZM,1730433805
475,maramba,-5.05,38.6167,18.93,88,73,0.38,TZ,1730433806
476,albertina,-22.2008,-46.6158,16.0,87,10,3.13,BR,1730433808
477,mwinilunga,-11.7358,24.4293,17.28,96,100,1.68,ZM,1730433809
478,barika,35.389,5.3658,17.92,66,0,1.83,DZ,1730433811
479,port douglas,-16.4833,145.4667,26.67,56,98,2.9,AU,1730433812
480,kourou,5.1552,-52.6478,25.72,81,16,3.08,GF,1730433813
481,souillac,-20.5167,57.5167,23.21,88,40,3.6,MU,1730433815
482,ust'-ordynskiy,52.805,104.7508,1.88,67,100,0.84,RU,1730433816
483,itumbiara,-18.4192,-49.2153,22.96,76,80,2.39,BR,1730433817
484,kinwat,19.6333,78.2,28.14,59,0,1.14,IN,1730433819
485,homestead meadows north,31.8496,-106.1729,15.85,21,20,1.54,US,1730433820
486,rio gallegos,-51.6226,-69.2181,12.03,62,0,1.03,AR,1730433813
487,gwadar,25.1216,62.3254,27.03,62,0,1.28,PK,1730433826
488,tucurui,-3.7661,-49.6725,25.67,69,95,1.25,BR,1730433829
489,voronovytsya,49.1095,28.6808,8.18,75,96,6.46,UA,1730433830
490,markovo,57.3206,107.0881,0.27,78,100,0.7,RU,1730433832
491,rock springs,41.5875,-109.2029,1.14,74,100,4.12,US,1730433836
492,madingou,-4.1536,13.55,23.25,98,100,0.97,CG,1730433841
493,nagqu,31.5,92.0,2.72,14,9,2.4,CN,1730433842
494,meiganga,6.5167,14.3,17.15,71,70,0.97,CM,1730433843
495,tozeur,33.9197,8.1335,22.22,68,40,6.17,TN,1730433845
496,tostado,-29.232,-61.7692,20.2,95,100,0.94,AR,1730433847
497,reggane,26.7158,0.1714,27.54,21,100,3.26,DZ,1730433865
498,spring valley,36.108,-115.245,15.16,33,0,2.06,US,1730433601
499,bayevo,53.2833,80.7667,1.84,86,100,4.95,RU,1730433868
500,gariadhar,21.5333,71.5833,30.03,34,5,4.03,IN,1730433869
501,coahuayana de hidalgo,18.7,-103.6583,24.69,92,97,1.37,MX,1730433872
502,gulf shores,30.246,-87.7008,25.0,76,40,2.57,US,1730433817
503,cruzeiro do sul,-29.5128,-51.9853,21.42,65,96,2.39,BR,1730433876
504,mar del plata,-38.0023,-57.5575,18.62,94,100,6.71,AR,1730433877
505,guadalupe y calvo,26.1,-106.9667,8.12,51,3,2.01,MX,1730433878
506,khuzdar,27.7384,66.6434,22.49,18,0,2.31,PK,1730433881
507,flying fish cove,-10.4217,105.6791,27.82,83,75,5.66,CX,1730433882
508,alpatovo,43.7028,45.2415,12.2,69,100,2.33,RU,1730433883
509,sao luiz gonzaga,-28.4083,-54.9608,22.06,70,94,3.74,BR,1730433884
510,hilton head island,32.2163,-80.7526,21.11,79,0,0.0,US,1730433885
511,rumoi,43.9344,141.6428,10.03,92,99,2.28,JP,1730433887
512,kardzhali,41.65,25.3667,10.13,72,48,1.47,BG,1730433888
513,zag,46.9441,99.165,-9.2,69,61,0.61,MN,1730433889
514,dashiqiao,40.6373,122.5025,18.87,36,9,6.31,CN,1730433891
515,severobaykal'sk,55.65,109.3167,-1.08,70,95,0.93,RU,1730433894
516,puerto lempira,15.2667,-83.7667,24.78,90,100,0.56,HN,1730433895
517,conception bay south,47.4999,-52.9981,10.86,98,100,4.9,CA,1730433896
518,mossel bay,-34.1831,22.146,16.96,87,94,3.31,ZA,1730433897
519,muynoq,43.7683,59.0214,9.17,68,100,4.09,UZ,1730433898
520,awjilah,29.1081,21.2869,15.75,72,5,3.91,LY,1730433899
521,debre werk',10.6667,38.1667,11.62,92,100,0.58,ET,1730433901
522,antsiranana,-12.2787,49.2917,24.42,73,20,5.14,MG,1730433902
523,kokoda,-8.8785,147.7407,31.86,49,98,0.45,PG,1730433903
524,makurazaki,31.2667,130.3167,23.5,87,100,7.3,JP,1730433904
525,idfu,24.9803,32.8747,17.38,39,0,3.1,EG,1730433905
526,stepnoye,51.4,46.8667,0.66,86,78,4.04,RU,1730433906
527,fabens,31.5023,-106.1586,16.79,19,29,2.86,US,1730433908
528,zeya,53.75,127.2667,0.54,60,95,1.21,RU,1730433909
529,atar,20.5169,-13.0499,27.65,25,100,3.19,MR,1730433910
530,ambilobe,-13.2,49.05,26.65,59,49,1.52,MG,1730433911
531,bafoulabe,13.8065,-10.8321,25.35,37,3,1.03,ML,1730433912
532,longboat key,27.4125,-82.659,23.03,75,0,3.09,US,1730433913
533,dinguiraye,11.3,-10.7167,21.91,68,75,1.03,GN,1730433915
534,newport,51.5877,-2.9984,11.92,93,22,2.35,GB,1730433916
535,touros,-5.1989,-35.4608,25.89,68,69,7.13,BR,1730433917
536,markaz-e hukumat-e darweshan,31.1323,64.1934,23.06,21,17,0.48,AF,1730433918
537,norderney,53.7,7.15,12.76,89,98,2.24,DE,1730433920
538,shibushi,31.4667,131.105,23.24,95,100,1.91,JP,1730433921
539,kasane,-17.8167,25.15,23.05,64,0,3.09,BW,1730433922
540,masterton,-40.9597,175.6575,17.01,65,44,6.93,NZ,1730433923
541,xam nua,20.4197,104.0439,26.62,50,71,2.2,LA,1730433924
542,ketchikan,55.3422,-131.6461,7.1,90,98,1.04,US,1730433925
543,markala,13.7021,-6.0659,26.49,23,26,3.26,ML,1730433927
544,okhotsk,59.3833,143.3,-7.5,59,32,8.6,RU,1730433928
545,polyarnyy,69.1989,33.4478,-2.24,79,100,9.82,RU,1730433929
546,dagua,3.6569,-76.6886,20.09,98,90,1.39,CO,1730433930
547,anaconda,46.1285,-112.9423,-1.02,94,99,1.6,US,1730433931
548,loboc,9.6383,124.0348,29.65,72,50,1.87,PH,1730433932
549,colares,38.7992,-9.4469,16.29,84,71,3.09,PT,1730433934
550,luderitz,-26.6481,15.1594,15.15,81,9,0.4,NA,1730433936
551,itaguai,-22.8522,-43.7753,20.79,94,20,1.03,BR,1730433938
552,reyes,-14.3167,-67.3833,27.31,57,85,0.59,BO,1730433939
553,madang,-5.2246,145.7966,29.24,67,82,3.56,PG,1730433940
554,sharifabad,35.4202,51.7926,14.41,33,0,1.31,IR,1730433942
555,shenjiamen,29.9576,122.298,23.18,98,100,7.85,CN,1730433943
556,prince rupert,54.3161,-130.3201,8.83,92,0,2.57,CA,1730433944
557,nova xavantina,-14.6667,-52.35,22.08,96,96,1.89,BR,1730433945
558,whakatane,-37.9585,176.9854,21.95,75,2,3.13,NZ,1730433946
559,veradale,47.6499,-117.2074,4.82,86,100,0.0,US,1730433947
560,dehdasht,30.7949,50.5646,20.24,44,100,1.73,IR,1730433949
561,buala,-8.145,159.5921,27.63,80,98,1.94,SB,1730433950
562,bel ombre,-4.6167,55.4167,24.91,88,75,4.12,SC,1730433951
563,nicoya,10.1483,-85.452,23.06,99,100,1.07,CR,1730433952
564,puerto armuelles,8.2833,-82.8667,22.83,94,100,6.71,PA,1730433953
565,cosoveni,44.25,23.9333,7.99,93,82,2.57,RO,1730433955
566,kedainiai,55.2883,23.9747,11.75,84,100,10.94,LT,1730433956
567,villa gesell,-37.2639,-56.973,16.83,96,100,6.09,AR,1730433957
568,sola,-13.8833,167.55,26.37,83,100,0.0,VU,1730433958
569,yanchep,-31.55,115.6833,23.92,54,96,4.5,AU,1730433959
570,villaviciosa,43.4813,-5.4357,14.48,90,99,1.92,ES,1730433960
571,palikir - national government center,6.9248,158.1611,31.41,62,40,2.57,FM,1730433962
572,mugia,43.1041,-9.2179,14.39,76,82,2.54,ES,1730433963
573,nhlangano,-27.1167,31.2,15.11,89,95,1.28,SZ,1730433964
574,padang,-0.9492,100.3543,30.03,71,63,2.99,ID,1730433965
575,merizo village,13.2658,144.6691,30.55,86,43,7.1,GU,1730433966
576,port blair,11.6667,92.75,31.02,70,40,1.54,IN,1730433968
577,bodo,67.28,14.405,0.53,97,100,4.12,NO,1730433969
578,kingsford,-33.924,151.2275,23.2,57,40,6.17,AU,1730433970
579,kholmsk,47.0511,142.0569,9.18,58,35,1.4,RU,1730433971
580,pamplona,42.8169,-1.6432,8.95,100,47,1.03,ES,1730433972
581,enriquillo,17.9,-71.2333,23.95,79,20,3.94,DO,1730433973
582,wolmaransstad,-27.1974,25.9831,17.6,62,3,7.14,ZA,1730433975
583,slavyanka,42.8633,131.3847,15.37,65,100,4.7,RU,1730433976
584,kalmunai,7.4167,81.8167,28.33,73,69,0.34,LK,1730433977
585,luba,3.4568,8.5547,26.24,86,100,2.1,GQ,1730433978
586,bojnurd,37.4747,57.329,3.97,87,0,0.0,IR,1730433979
587,hengchun,22.0042,120.7439,27.77,80,99,5.38,TW,1730433980
588,horodyshche,49.2849,31.4451,8.88,73,100,6.73,UA,1730433981
589,redcliff,-19.0333,29.7833,17.46,87,97,2.86,ZW,1730433983
590,kurayoshi,35.4333,133.8167,18.63,97,100,0.78,JP,1730433984
591,the pas,53.8251,-101.2541,-1.99,59,100,3.6,CA,1730433985
